sample_origin,repo,test_id,framework,line,name,raw_code,assertion_chain_index,assertion_chain_length,chain_matcher_sequence_json,assertion_matcher,assertion_semantic_matcher_ast,assertion_subject_kind,assertion_subject_root_ast,assertion_subject_path_json,assertion_subject_text_ast,assertion_subject_semantic_role_ast,assertion_callback_intent_hint_ast,is_negated_assertion,promise_modifier,is_soft_assertion,is_grouped_assertion,assertion_group_kind,assertion_chain_raw_code,assertion_framework_context,assertion_library_syntax,verification_intent,verification_intent_final,verification_intent_evidence_basis,verification_intent_matched_signal,manual_chain_ok,manual_matcher_ok,manual_notes
,ionic-team/ionic-framework,703e86926a28c325c42b88ca78b3be86,Playwright,14,expect(page).toHaveScreenshot,"expect(page).toHaveScreenshot(screenshot(`modal-sheet-present`), {
        /**
         * Animations must be enabled to capture the screenshot.
         * By default, animations are disabled with toHaveScreenshot,
         * and when capturing the screenshot will call animation.finish().
         * This will cause the modal to close and the screenshot capture
         * to be invalid.
         */
...",0,1,"[""toHaveScreenshot""]",toHaveScreenshot,,page,page,"[""page""]",page,visual_snapshot_api,,0,,0,0,none,"expect(page).toHaveScreenshot(screenshot(`modal-sheet-present`), {
        /**
         * Animations must be enabled to capture the screenshot.
         * By default, animations are disabled with toHaveScreenshot,
         * and when capturing the screenshot will call animation.finish().
         * This will cause the modal to close and the screenshot capture
         * to be invalid.
         */
        animations: 'allow',
      })",playwright,playwright,visual_regression,visual_regression,ast_assertion_subject_semantic_role,subject_semantic_role:visual_snapshot_api,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,openobserve/openobserve,9865ad2fa9cc510e7c176e745285356c,Playwright,629,expect(result2.actualCount).toBeGreaterThanOrEqual,expect(result2.actualCount).toBeGreaterThanOrEqual(1),0,1,"[""toBeGreaterThanOrEqual""]",toBeGreaterThanOrEqual,,unknown,result2,"[""result2"",""actualCount""]",result2.actualCount,scalar_property,,0,,0,0,none,expect(result2.actualCount).toBeGreaterThanOrEqual(1),playwright,playwright,collection_size,collection_size,ast_assertion_subject_path,subject_path:result2.actualCount;matcher:tobegreaterthanorequal,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,microsoft/fluentui,55b4be73d9ce7da77bdd34255be2792d,Playwright,111,expect(element).not.toHaveCustomState,expect(element).not.toHaveCustomState('pressed'),0,1,"[""toHaveCustomState""]",toHaveCustomState,,unknown,expect,"[""expect"",""not"",""toHaveCustomState""]",expect(element).not.toHaveCustomState('pressed'),scalar_property,,1,,0,0,none,expect(element).not.toHaveCustomState('pressed'),playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,documenso/documenso,1ed93a29990a6738d6ec10c57d3f417e,Playwright,318,expect(documentDropdownField?.fieldMeta).toMatchObject,"expect(documentDropdownField?.fieldMeta).toMatchObject({
      type: 'dropdown',
      label: 'Prefilled Dropdown',
      defaultValue: 'Select B',
    })",0,1,"[""toMatchObject""]",toMatchObject,,unknown,documentDropdownField,"[""documentDropdownField"",""fieldMeta""]",documentDropdownField?.fieldMeta,text_content_payload,,0,,0,0,none,"expect(documentDropdownField?.fieldMeta).toMatchObject({
      type: 'dropdown',
      label: 'Prefilled Dropdown',
      defaultValue: 'Select B',
    })",playwright,playwright,content_correctness,content_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,actualbudget/actual,bdc0f0c9920c0c18d4de158bdefda461,Playwright,233,expect(categoryMenuModalHeading).toHaveText,expect(categoryMenuModalHeading).toHaveText(categoryGroupName),0,1,"[""toHaveText""]",toHaveText,,unknown,categoryMenuModalHeading,"[""categoryMenuModalHeading""]",categoryMenuModalHeading,text_content_payload,,0,,0,0,none,expect(categoryMenuModalHeading).toHaveText(categoryGroupName),playwright,playwright,content_correctness,content_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload;matcher:tohavetext,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,porsche-design-system/porsche-design-system,f6ddd38c0fe0a025e6011f0b0108f8be,Playwright,84,"expect(page.locator('[data-field=""valid""]')).toHaveText","expect(page.locator('[data-field=""valid""]')).toHaveText('false')",0,1,"[""toHaveText""]",toHaveText,,locator,page,"[""page"",""locator""]","page.locator('[data-field=""valid""]')",text_content_payload,,0,,0,0,none,"expect(page.locator('[data-field=""valid""]')).toHaveText('false')",playwright,playwright,content_correctness,content_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload;matcher:tohavetext,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,microsoft/fast,85d26213c8811954bca51feb8ae3eec8,Playwright,150,expect(fastPage.element).not.toHaveCustomState,"expect(fastPage.element).not.toHaveCustomState(""disabled"")",0,1,"[""toHaveCustomState""]",toHaveCustomState,,unknown,expect,"[""expect"",""not"",""toHaveCustomState""]","expect(fastPage.element).not.toHaveCustomState(""disabled"")",ui_control_state,,1,,0,0,none,"expect(fastPage.element).not.toHaveCustomState(""disabled"")",playwright,playwright,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:ui_control_state;matcher:tohavecustomstate,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,microsoft/fast,ace4911624e5dd0973f246d9e487938d,Playwright,332,expect(element).not.toHaveAttribute,"expect(element).not.toHaveAttribute(""needs-hydration"")",0,1,"[""toHaveAttribute""]",toHaveAttribute,,unknown,expect,"[""expect"",""not"",""toHaveAttribute""]","expect(element).not.toHaveAttribute(""needs-hydration"")",scalar_property,,1,,0,0,none,"expect(element).not.toHaveAttribute(""needs-hydration"")",playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_matcher,matcher:tohaveattribute;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,porsche-design-system/porsche-design-system,fd375d5a675e472948919c2ab5efc4a5,Playwright,547,expect(textarea).toHaveCSS,"expect(textarea).toHaveCSS('border-color', defaultBorderColor)",0,1,"[""toHaveCSS""]",toHaveCSS,,unknown,textarea,"[""textarea""]",textarea,style_layout_property,,0,,0,0,none,"expect(textarea).toHaveCSS('border-color', defaultBorderColor)",playwright,playwright,style_or_visual_state,style_or_visual_state,lexical_style_context,matcher:tohavecss;style_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,BuilderIO/builder,b4340e5ac1b8cd1ee9353520057b164c,Playwright,64,expect($input[0].validationMessage).to.be.eq,expect($input[0].validationMessage).to.be.eq(data.errorMessage),0,1,"[""eq""]",eq,,unknown,expect,"[""expect"",""to"",""be"",""eq""]",expect($input[0].validationMessage).to.be.eq(data.errorMessage),scalar_property,,0,,0,1,within,expect($input[0].validationMessage).to.be.eq(data.errorMessage),playwright,jest,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_path,subject_path:expect.to.be.eq;matcher:eq;payload_scalar,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,sanity-io/sanity,0230135b26c10d6c4d5d7ae1931ec889,Playwright,44,expect(responseBody[0]).toMatchObject,"expect(responseBody[0]).toMatchObject({
    key: INSPECT_KEY,
    value: 'raw',
  })",0,1,"[""toMatchObject""]",toMatchObject,,unknown,responseBody,"[""responseBody""]",responseBody[0],api_object_contract,,0,,0,0,none,"expect(responseBody[0]).toMatchObject({
    key: INSPECT_KEY,
    value: 'raw',
  })",playwright,playwright,network_contract,network_contract,ast_assertion_subject,subject:unknown;basis:path,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,ValueCell-ai/ClawX,449c089a65e47623460ead3239b6b810,Playwright,95,expect(switchRight).toBeLessThanOrEqual,expect(switchRight).toBeLessThanOrEqual(cardRight + 0.5),0,1,"[""toBeLessThanOrEqual""]",toBeLessThanOrEqual,,unknown,switchRight,"[""switchRight""]",switchRight,scalar_property,,0,,0,0,none,expect(switchRight).toBeLessThanOrEqual(cardRight + 0.5),playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,fastapi/full-stack-fastapi-template,fdba3b62e9879ac38c1d81aaec7eac12,Playwright,21,"expect(page.getByTestId(""email-input"")).toBeEditable","expect(page.getByTestId(""email-input"")).toBeEditable()",0,1,"[""toBeEditable""]",toBeEditable,,locator,page,"[""page"",""getByTestId""]","page.getByTestId(""email-input"")",ui_control_state,,0,,0,0,none,"expect(page.getByTestId(""email-input"")).toBeEditable()",playwright,playwright,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:ui_control_state;matcher:tobeeditable,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,FuelLabs/fuels-wallet,fd65aea179c8cc3c0f259d66c6f3f906,Playwright,890,expect(() => addAssets([CUSTOM_ASSET_INPUT])).rejects.toThrow,expect(() => addAssets([CUSTOM_ASSET_INPUT])).rejects.toThrow(),0,1,"[""toThrow""]",toThrow,,unknown,expect,"[""expect"",""rejects"",""toThrow""]",expect(() => addAssets([CUSTOM_ASSET_INPUT])).rejects.toThrow(),scalar_property,,0,rejects,0,1,test_step,expect(() => addAssets([CUSTOM_ASSET_INPUT])).rejects.toThrow(),playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,playcanvas/editor,8b7d5a35f7dacacb350af2b13af0ceeb,Playwright,269,expect(job.download_url).toBeDefined,expect(job.download_url).toBeDefined(),0,1,"[""toBeDefined""]",toBeDefined,,unknown,job,"[""job"",""download_url""]",job.download_url,scalar_property,,0,,0,0,none,expect(job.download_url).toBeDefined(),playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,f53b673ffb0c39765bf9e27b5533f1fb,Puppeteer,382,expect(appTabButtons.length).toBe,expect(appTabButtons.length).toBe(0),0,1,"[""toBe""]",toBe,,unknown,appTabButtons,"[""appTabButtons"",""length""]",appTabButtons.length,collection_size,,0,,0,0,none,expect(appTabButtons.length).toBe(0),unknown,playwright,collection_size,collection_size,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,002370d5c79a4f28df74404147544114,Puppeteer,171,expect(found).toBe,expect(found).toBe(true),0,1,"[""toBe""]",toBe,,unknown,found,"[""found""]",found,scalar_property,,0,,0,0,none,expect(found).toBe(true),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,23193fabc1111f8426b46377f5a0f4de,Puppeteer,449,expect(iframeWidth).toBeGreaterThan,expect(iframeWidth).toBeGreaterThan(viewportWidth * 0.9),0,1,"[""toBeGreaterThan""]",toBeGreaterThan,,unknown,iframeWidth,"[""iframeWidth""]",iframeWidth,scalar_property,,0,,0,0,none,expect(iframeWidth).toBeGreaterThan(viewportWidth * 0.9),unknown,playwright,style_or_visual_state,style_or_visual_state,ast_assertion_subject_path,subject_path:iframeWidth;matcher:tobegreaterthan;style_subject_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,08a74736c7ee79e86377762d767782da,Puppeteer,171,expect(secondIsFocussed).toEqual,expect(secondIsFocussed).toEqual(true),0,1,"[""toEqual""]",toEqual,,unknown,secondIsFocussed,"[""secondIsFocussed""]",secondIsFocussed,scalar_property,,0,,0,0,none,expect(secondIsFocussed).toEqual(true),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,FormidableLabs/spectacle,b09617d51a663205eda5d8814d0366b2,Puppeteer,25,expect(text).toContain,expect(text).toContain('Made with'),0,1,"[""toContain""]",toContain,,unknown,text,"[""text""]",text,text_content_payload,,0,,0,0,none,expect(text).toContain('Made with'),unknown,playwright,content_correctness,content_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload;matcher:tocontain,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,3bb2a6f2276634942acb085518313d18,Puppeteer,156,expect(firstIsFocussed).toEqual,expect(firstIsFocussed).toEqual(true),0,1,"[""toEqual""]",toEqual,,unknown,firstIsFocussed,"[""firstIsFocussed""]",firstIsFocussed,scalar_property,,0,,0,0,none,expect(firstIsFocussed).toEqual(true),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,5b5dbec4c3702b53157873bf8a986aea,Puppeteer,274,expect(false).toBe,expect(false).toBe(true),0,1,"[""toBe""]",toBe,,primitive,,[],false,scalar_property,,0,,0,0,none,expect(false).toBe(true),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,240896e7c5fd442176eeee91b0542e6f,Puppeteer,131,expect(await countConnections(page)).eq,expect(await countConnections(page)).eq(1),0,1,"[""eq""]",eq,,unknown,,[],await countConnections(page),api_object_contract,,0,,0,0,none,expect(await countConnections(page)).eq(1),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,c4015e4e6a018b4f4dd07aac3bc557d4,Puppeteer,54,expect(title).toBe,"expect(title).toBe(
                'React Accessible Accordion - Integration Test Sandbox',
            )",0,1,"[""toBe""]",toBe,,unknown,title,"[""title""]",title,text_content_payload,,0,,0,0,none,"expect(title).toBe(
                'React Accessible Accordion - Integration Test Sandbox',
            )",unknown,playwright,accessibility_compliance,accessibility_compliance,lexical_accessibility_context,matcher:tobe;accessibility_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,c6c470713ec9d24387a48e4121ac1de9,Puppeteer,262,"expect(
                    await page.evaluate(
                        (button) => button.parentElement.getAttribute('role'),
                        buttonHandle,
                    ),
      ","expect(
                    await page.evaluate(
                        (button) => button.parentElement.getAttribute('role'),
                        buttonHandle,
                    ),
                ).toBe('heading')",0,1,"[""toBe""]",toBe,,unknown,,[],"await page.evaluate(
                        (button) => button.parentElement.getAttribute('role'),
                        buttonHandle,
                    )",api_object_contract,,0,,0,0,none,"expect(
                    await page.evaluate(
                        (button) => button.parentElement.getAttribute('role'),
                        buttonHandle,
                    ),
                ).toBe('heading')",unknown,playwright,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,2675272d353dafd8cca0442fbe1a88fc,Puppeteer,245,expect(buttonsHandles).toHaveLength,expect(buttonsHandles).toHaveLength(3),0,1,"[""toHaveLength""]",toHaveLength,,unknown,buttonsHandles,"[""buttonsHandles""]",buttonsHandles,collection_size,,0,,0,0,none,expect(buttonsHandles).toHaveLength(3),unknown,playwright,collection_size,collection_size,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,4aade9160c55ec8fb3912ede1be4f699,Puppeteer,221,expect(extractedAddress.toLowerCase()).toBe,expect(extractedAddress.toLowerCase()).toBe(expectedAddress.toLowerCase()),0,1,"[""toBe""]",toBe,,unknown,extractedAddress,"[""extractedAddress"",""toLowerCase""]",extractedAddress.toLowerCase(),scalar_property,,0,,0,0,none,expect(extractedAddress.toLowerCase()).toBe(expectedAddress.toLowerCase()),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,9bc042aceb412f9482f79cb7d2080bc7,Puppeteer,235,expect(iframe).not.toBeNull,expect(iframe).not.toBeNull(),0,1,"[""toBeNull""]",toBeNull,,unknown,expect,"[""expect"",""not"",""toBeNull""]",expect(iframe).not.toBeNull(),scalar_property,,1,,0,0,none,expect(iframe).not.toBeNull(),unknown,playwright,element_presence,element_presence,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,freeCodeCamp/freeCodeCamp,3b2ab1cc84b2bc5eb7b4ba12a9630203,Puppeteer,209,expect(result.error).toBeUndefined,expect(result.error).toBeUndefined(),0,1,"[""toBeUndefined""]",toBeUndefined,,unknown,result,"[""result"",""error""]",result.error,api_object_contract,,0,,0,1,within,expect(result.error).toBeUndefined(),unknown,playwright,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,35727156fa3259d6e14de8f42e377f41,Puppeteer,363,expect(panelId).toBeTruthy,expect(panelId).toBeTruthy(),0,1,"[""toBeTruthy""]",toBeTruthy,,unknown,panelId,"[""panelId""]",panelId,scalar_property,,0,,0,0,none,expect(panelId).toBeTruthy(),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,240896e7c5fd442176eeee91b0542e6f,Puppeteer,129,expect(await countConnections(page)).eq,expect(await countConnections(page)).eq(2),0,1,"[""eq""]",eq,,unknown,,[],await countConnections(page),api_object_contract,,0,,0,0,none,expect(await countConnections(page)).eq(2),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,5b5dbec4c3702b53157873bf8a986aea,Puppeteer,265,expect(modalVisible).toBe,expect(modalVisible).toBe(true),0,1,"[""toBe""]",toBe,,unknown,modalVisible,"[""modalVisible""]",modalVisible,scalar_property,,0,,0,0,none,expect(modalVisible).toBe(true),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,freeCodeCamp/freeCodeCamp,89713ca9bff145790dfca2cfe2254352,Puppeteer,200,"expect(
                index,
                `Cannot find ID ""${challenge.id}"" in ${challenge.block}.json file for block ""${dashedBlockName}""`
              ).toBeGreaterThanOrEqual","expect(
                index,
                `Cannot find ID ""${challenge.id}"" in ${challenge.block}.json file for block ""${dashedBlockName}""`
              ).toBeGreaterThanOrEqual(0)",0,1,"[""toBeGreaterThanOrEqual""]",toBeGreaterThanOrEqual,,unknown,index,"[""index""]",index,scalar_property,,0,,0,1,within,"expect(
                index,
                `Cannot find ID ""${challenge.id}"" in ${challenge.block}.json file for block ""${dashedBlockName}""`
              ).toBeGreaterThanOrEqual(0)",unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,38235111d43c5a743998bbcf8f9afba7,Puppeteer,63,expect(qtyClassicAccordion).toEqual,expect(qtyClassicAccordion).toEqual(1),0,1,"[""toEqual""]",toEqual,,unknown,qtyClassicAccordion,"[""qtyClassicAccordion""]",qtyClassicAccordion,scalar_property,,0,,0,0,none,expect(qtyClassicAccordion).toEqual(1),unknown,playwright,style_or_visual_state,style_or_visual_state,ast_assertion_subject_path,subject_path:qtyClassicAccordion;matcher:toequal;style_subject_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,freeCodeCamp/freeCodeCamp,3b2ab1cc84b2bc5eb7b4ba12a9630203,Puppeteer,218,"expect(
                dupeTitleCheck,
                `All challenges within a block must have a unique dashed name. ${dashedName} (at ${pathAndTitle}) is already assigned`
              ).toBeTruth","expect(
                dupeTitleCheck,
                `All challenges within a block must have a unique dashed name. ${dashedName} (at ${pathAndTitle}) is already assigned`
              ).toBeTruthy()",0,1,"[""toBeTruthy""]",toBeTruthy,,unknown,dupeTitleCheck,"[""dupeTitleCheck""]",dupeTitleCheck,scalar_property,,0,,0,1,within,"expect(
                dupeTitleCheck,
                `All challenges within a block must have a unique dashed name. ${dashedName} (at ${pathAndTitle}) is already assigned`
              ).toBeTruthy()",unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,freeCodeCamp/freeCodeCamp,3b2ab1cc84b2bc5eb7b4ba12a9630203,Puppeteer,216,expect(idVerificationMessage).toBeNull,expect(idVerificationMessage).toBeNull(),0,1,"[""toBeNull""]",toBeNull,,unknown,idVerificationMessage,"[""idVerificationMessage""]",idVerificationMessage,scalar_property,,0,,0,1,within,expect(idVerificationMessage).toBeNull(),unknown,playwright,element_presence,element_presence,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,35727156fa3259d6e14de8f42e377f41,Puppeteer,343,expect(itemsHandles.length).toEqual,expect(itemsHandles.length).toEqual(3),0,1,"[""toEqual""]",toEqual,,unknown,itemsHandles,"[""itemsHandles"",""length""]",itemsHandles.length,collection_size,,0,,0,0,none,expect(itemsHandles.length).toEqual(3),unknown,playwright,collection_size,collection_size,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,ddf7c51979751fb446b5a9412057a00c,Puppeteer,85,expect(await countLabels(page)).eq,expect(await countLabels(page)).eq(2),0,1,"[""eq""]",eq,,unknown,,[],await countLabels(page),api_object_contract,,0,,0,0,none,expect(await countLabels(page)).eq(2),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,706c0b94a754ae9be2b8b722ddc1c7ec,Puppeteer,103,expect(await countConnections(page)).eq,expect(await countConnections(page)).eq(2),0,1,"[""eq""]",eq,,unknown,,[],await countConnections(page),api_object_contract,,0,,0,0,none,expect(await countConnections(page)).eq(2),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,b7211705ee9559295f361291c5c26724,Puppeteer,331,"expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                )","expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('true')",0,1,"[""toEqual""]",toEqual,,unknown,,[],"await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    )",api_object_contract,,0,,0,0,none,"expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('true')",unknown,playwright,accessibility_compliance,accessibility_compliance,lexical_accessibility_context,matcher:toequal;accessibility_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,35727156fa3259d6e14de8f42e377f41,Puppeteer,362,expect(buttonAriaControls).toBeTruthy,expect(buttonAriaControls).toBeTruthy(),0,1,"[""toBeTruthy""]",toBeTruthy,,unknown,buttonAriaControls,"[""buttonAriaControls""]",buttonAriaControls,scalar_property,,0,,0,0,none,expect(buttonAriaControls).toBeTruthy(),unknown,playwright,accessibility_compliance,accessibility_compliance,lexical_accessibility_context,matcher:tobetruthy;accessibility_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,fdef0b8c6611ab25ae6593caa9db8ef1,Puppeteer,412,expect(panelAriaLabelledBy).toBeTruthy,expect(panelAriaLabelledBy).toBeTruthy(),0,1,"[""toBeTruthy""]",toBeTruthy,,unknown,panelAriaLabelledBy,"[""panelAriaLabelledBy""]",panelAriaLabelledBy,scalar_property,,0,,0,0,none,expect(panelAriaLabelledBy).toBeTruthy(),unknown,playwright,accessibility_compliance,accessibility_compliance,lexical_accessibility_context,matcher:tobetruthy;accessibility_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,cd82b1ac8a82646f529ea83e9ffd43a4,Puppeteer,191,expect(status).toBeGreaterThanOrEqual,expect(status).toBeGreaterThanOrEqual(200),0,1,"[""toBeGreaterThanOrEqual""]",toBeGreaterThanOrEqual,,unknown,status,"[""status""]",status,scalar_property,,0,,0,0,none,expect(status).toBeGreaterThanOrEqual(200),unknown,playwright,network_contract,network_contract,lexical_api_status_context,matcher:tobegreaterthanorequal;bare_status_http_code_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,928a92a000393038ba0156a58a165a75,Puppeteer,288,expect(found).toBe,expect(found).toBe(true),0,1,"[""toBe""]",toBe,,unknown,found,"[""found""]",found,scalar_property,,0,,0,0,none,expect(found).toBe(true),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,2675272d353dafd8cca0442fbe1a88fc,Puppeteer,247,"expect(
                    await page.evaluate(
                        (button) => button.getAttribute('role'),
                        buttonHandle,
                    ),
                ).to","expect(
                    await page.evaluate(
                        (button) => button.getAttribute('role'),
                        buttonHandle,
                    ),
                ).toBe('button')",0,1,"[""toBe""]",toBe,,unknown,,[],"await page.evaluate(
                        (button) => button.getAttribute('role'),
                        buttonHandle,
                    )",api_object_contract,,0,,0,0,none,"expect(
                    await page.evaluate(
                        (button) => button.getAttribute('role'),
                        buttonHandle,
                    ),
                ).toBe('button')",unknown,playwright,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,9bebb12be6c1e9c7dd175fcedf7cde4e,Puppeteer,290,expect(headingsHandles).toHaveLength,expect(headingsHandles).toHaveLength(3),0,1,"[""toHaveLength""]",toHaveLength,,unknown,headingsHandles,"[""headingsHandles""]",headingsHandles,collection_size,,0,,0,0,none,expect(headingsHandles).toHaveLength(3),unknown,playwright,collection_size,collection_size,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,f4b38f20e3daddc7d15dca2e26143292,Puppeteer,176,expect(await countLabels(page)).eq,expect(await countLabels(page)).eq(2),0,1,"[""eq""]",eq,,unknown,,[],await countLabels(page),api_object_contract,,0,,0,0,none,expect(await countLabels(page)).eq(2),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
