repo,test_id,framework,line,name,raw_code,sync_pattern,sync_target,sync_placement,is_fixed_delay,sync_arg_kind,sync_call_kind_ast,sync_arg_kind_ast,is_condition_based,is_network_based,is_assertion_retry,is_framework_auto_wait_inferred,sync_evidence_basis,manual_sync_pattern_ok,manual_sync_pattern_should_be,manual_sync_target_ok,manual_sync_target_should_be,manual_sync_arg_kind_ok,manual_sync_arg_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
openobserve/openobserve,19f1ca398fcb14e18a6b38c38907a3a9,Playwright,52,setupPage.waitForLoadState,setupPage.waitForLoadState('networkidle'),navigation_or_load_wait,navigation,hook,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,setupPage.waitForLoadState('networkidle'),false,,,
UI5/webcomponents,4c6fc3000c760e2c95491dda19832b00,Cypress,25,"cy.get(""@menu"")
		.shadow()
		.find(""[ui5-responsive-popover]"")
		.should","cy.get(""@menu"")
		.shadow()
		.find(""[ui5-responsive-popover]"")
		.should($rp => {
			expect($rp.is("":popover-open"")).to.be.true;
			expect($rp.width()).to.not.equal(0);
			expect($rp.height()).to.not.equal(0);
		})",assertion_retry_wait,assertion,helper,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(""@menu"")
		.shadow()
		.find(""[ui5-responsive-popover]"")
		.should($rp => {
			expect($rp.is("":popover-open"")).to.be.true;
			expect($rp.width()).to.not.equal(0);
			expect($rp.height()).to.not.equal(0);
		})",false,,,
opencollective/opencollective-frontend,2df5ea05a182be962d40cf819b91066a,Cypress,112,cy.wait,cy.wait(options.wait ?? 1000),fixed_delay,time,helper,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(options.wait ?? 1000),false,,,
openobserve/openobserve,967762d536b07b189872e1456795de0d,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
openobserve/openobserve,fe7310d2473624740d30e87225bd92a2,Playwright,547,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 10000 })",navigation_or_load_wait,navigation,test_body,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 10000 })",false,,,
UI5/webcomponents,cfb79cb9a0c9c562a6cb08bf82da5133,Cypress,217,"cy.get(""[ui5-expandable-text]"")
				.shadow()
				.find(""[ui5-text]"")
				.should","cy.get(""[ui5-expandable-text]"")
				.shadow()
				.find(""[ui5-text]"")
				.should(""have.attr"", ""empty-indicator-mode"", ""Off"")",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(""[ui5-expandable-text]"")
				.shadow()
				.find(""[ui5-text]"")
				.should(""have.attr"", ""empty-indicator-mode"", ""Off"")",false,,,
cloudtogo/pageplug,4443f6a36503078935067a77d72a90cf,Cypress,975,cy.wait,cy.wait(2000),fixed_delay,time,hook,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(2000),false,,,
openobserve/openobserve,63c2705bb9ae695ae9182a25f68396ef,Playwright,10,page.waitForURL,"page.waitForURL(/\/web\/dashboards.*/, { timeout: 30000 })",navigation_or_load_wait,navigation,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForURL(/\/web\/dashboards.*/, { timeout: 30000 })",false,,,
openobserve/openobserve,f0329a988abb1ee374e21e6e5f044a8f,Playwright,240,page.locator(getVariableSelector(varA)).waitFor,"page.locator(getVariableSelector(varA)).waitFor({ state: ""visible"", timeout: 10000 })",element_state_wait,element,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.locator(getVariableSelector(varA)).waitFor({ state: ""visible"", timeout: 10000 })",false,,,
linode/manager,f137ed697e2ada8c270724ec9256f6ff,Cypress,807,"cy.get('[data-qa-graph-column-title=""Avg""]')
              .should('be.visible')
              .should","cy.get('[data-qa-graph-column-title=""Avg""]')
              .should('be.visible')
              .should('have.text', `${expectedWidgetValues.average}`)",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get('[data-qa-graph-column-title=""Avg""]')
              .should('be.visible')
              .should('have.text', `${expectedWidgetValues.average}`)",false,,,
cloudtogo/pageplug,674b495a934cac7c69ebdf96230ece53,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
mattermost/mattermost,485b96d0d603d6b97384ae1266b94103,Cypress,16,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait","cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",false,,,
cloudtogo/pageplug,ecb332d43999608a9cb3cd1f1a0a6884,Cypress,947,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
tinacms/tinacms,76ee44e17a95c0c060ea137dba9149a0,Playwright,66,"page
    .waitForURL","page
    .waitForURL((url) => url.toString() !== urlBeforeSave, { timeout: 3000 })",navigation_or_load_wait,navigation,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForURL((url) => url.toString() !== urlBeforeSave, { timeout: 3000 })",false,,,
SonicJs-Org/sonicjs,147ee2e99315e65f002c52e8b3855163,Playwright,372,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 15000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 15000 })",false,,,
mattermost-community/focalboard,ee9fc7e8c9328c1ba8baf72fcabd418a,Cypress,84,"cy.get('.CardDetail .EditableArea.title').
            click().
            should('have.focus').
            wait","cy.get('.CardDetail .EditableArea.title').
            click().
            should('have.focus').
            wait(1000)",unresolved_custom_wait,,test_body,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get('.CardDetail .EditableArea.title').
            click().
            should('have.focus').
            wait(1000)",false,,,
midas-research/audino,daa97d017913aa38d835ac4b0635ed61,Cypress,118,cy.get('.cvat-projects-project-item-card').should,"cy.get('.cvat-projects-project-item-card').should('have.css', 'opacity', '0.5')",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get('.cvat-projects-project-item-card').should('have.css', 'opacity', '0.5')",false,,,
MyCryptoHQ/MyCrypto,ed64aa2de23eeffde66029e1614bdd51,TestCafe,70,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
appsmithorg/appsmith,0c21ccffafb3a7e866347388a49bcb4c,Cypress,215,cy.location().should,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",false,,,
opensearch-project/OpenSearch-Dashboards,510d7f1bbfb9832b293cbded3d968cfc,Cypress,372,"cy.getElementByTestId(editorType)
    .find('.monaco-editor')
    .should('be.visible')
    .should('have.class', 'vs')
    .wait","cy.getElementByTestId(editorType)
    .find('.monaco-editor')
    .should('be.visible')
    .should('have.class', 'vs')
    .wait(1000)",fixed_delay,time,helper,True,literal_ms,wait_api,literal_ms,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.getElementByTestId(editorType)
    .find('.monaco-editor')
    .should('be.visible')
    .should('have.class', 'vs')
    .wait(1000)",false,,,
mattermost/mattermost,f31e2675584a60fe4633b0258eb0ac0c,Cypress,174,cy.wait,cy.wait(TIMEOUTS.HALF_SEC),fixed_delay,time,test_body,True,constant_or_expression,wait_api,constant_or_expression,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(TIMEOUTS.HALF_SEC),false,,,
linode/manager,fd1d7ac531f2ce6ac62e34b80beb203e,Cypress,680,cy.wait,cy.wait(`@getAlerts-${label}`),network_wait,network,test_body,False,alias_expression,wait_api,network_alias_expression,False,True,False,False,ast_template_literal_head,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(`@getAlerts-${label}`),false,,,
cloudtogo/pageplug,75c007bfb6972a0d3a767b98e7037bb9,Cypress,924,cy.get(welcomePage.email).should,"cy.get(welcomePage.email).should(""be.visible"")",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(welcomePage.email).should(""be.visible"")",false,,,
MyCryptoHQ/MyCrypto,68c17c15d8abe6511b94bfcdd85403d2,TestCafe,21,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
redpanda-data/console,a743ccc79e5200583c3e50181b1ebcae,Playwright,1181,page.waitForURL,"page.waitForURL(
          `**/security/acls/${encodeURIComponent(principal)}/details?host=${encodeURIComponent(firstHost)}`
        )",navigation_or_load_wait,navigation,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForURL(
          `**/security/acls/${encodeURIComponent(principal)}/details?host=${encodeURIComponent(firstHost)}`
        )",false,,,
cloudtogo/pageplug,86000fb71be6762cc3d24ed00d6059a7,Cypress,1072,cy.wait,cy.wait(1000),fixed_delay,time,helper,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(1000),false,,,
SonicJs-Org/sonicjs,e345aed179b9a102526b5d0cb25a37f3,Playwright,392,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 15000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 15000 })",false,,,
cloudtogo/pageplug,a360406284f12e147a4d032e1a960754,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
midas-research/audino,3880a2be2479eb77c473249542957bd1,Cypress,61,cy.wait,cy.wait('@createTaskRequest'),network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait('@createTaskRequest'),false,,,
bbc/simorgh,a670aa36984194f2b78596a76aea5c06,Cypress,275,cy.wait,cy.wait(requestAlias),unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(requestAlias),false,,,
uber/react-view,f9e6058cf6dc5666df3ebe516fa91cd2,Playwright,13,page.waitForSelector,"page.waitForSelector(""[data-storyloaded]"")",element_state_wait,element,hook,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForSelector(""[data-storyloaded]"")",false,,,
cloudtogo/pageplug,bb9f4f106bedaad37e5ac70479e87a51,Cypress,94,cy.wait,"cy.wait(""@getConsolidatedData"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getConsolidatedData"")",false,,,
super-productivity/super-productivity,6a2d406141b2c783cb4ad103e3795541,Playwright,997,page.waitForTimeout,page.waitForTimeout(UI_SETTLE_STANDARD),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(UI_SETTLE_STANDARD),false,,,
silevis/reactgrid,d2b6bafc22d1d2963190eff3d56a3ae1,Cypress,189,utils.wait,utils.wait(),unresolved_custom_wait,,test_body,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,utils.wait(),false,,,
linode/manager,2243ae14b8553aacc5b34fbcf2757348,Cypress,149,cy.wait,"cy.wait(['@getProfile', '@getLinode'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@getProfile', '@getLinode'])",false,,,
ValueCell-ai/ClawX,4df86414b799806a8e85cdba0f55f432,Playwright,71,app.waitForEvent,"app.waitForEvent('window', { timeout: 2_000 })",event_wait,event,helper,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"app.waitForEvent('window', { timeout: 2_000 })",false,,,
appsmithorg/appsmith,9f922acb7e45bde7b92659b4bd7dd35b,Cypress,1099,cy.wait,cy.wait(1000),fixed_delay,time,helper,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(1000),false,,,
jetkvm/kvm,61bf4116c2a922627696e3affc12f72a,Playwright,433,page.waitForTimeout,page.waitForTimeout(ANIMATION_DELAY),fixed_delay,time,helper,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(ANIMATION_DELAY),false,,,
microsoft/fluentui,c6e33e668ccd36d253123cd1ba663bf5,Cypress,339,"cy.get(popoverTriggerSelector)
        .click()
        .get('iframe')
        .focus()
        .wait","cy.get(popoverTriggerSelector)
        .click()
        .get('iframe')
        .focus()
        .wait(2000)",fixed_delay,time,test_body,True,literal_ms,wait_api,literal_ms,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(popoverTriggerSelector)
        .click()
        .get('iframe')
        .focus()
        .wait(2000)",false,,,
openobserve/openobserve,9d40ed23535be15aa1aac7729d8379cb,Playwright,51,page.waitForTimeout,page.waitForTimeout(isVariable ? 1500 : 500),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(isVariable ? 1500 : 500),false,,,
midas-research/audino,632f54904024fa22b8a2314229b604f0,Cypress,13,cy.url().should,"cy.url().should('include', '/auth/login')",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.url().should('include', '/auth/login')",false,,,
mattermost/mattermost,8468cae15f696b2abe6b8ffec5090206,Cypress,16,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait","cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",false,,,
appsmithorg/appsmith,4fd5551201a304f0ba0c8005fda315dd,Cypress,569,cy.waitUntil,cy.waitUntil(() => input.hasFocus()),predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.waitUntil(() => input.hasFocus()),false,,,
appsmithorg/appsmith,e97ea796478ac3cad402ec5d85d37328,Cypress,977,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
linode/manager,ac2cf40bada6cecc969da39559cce876,Cypress,328,cy.wait,"cy.wait([
        '@getRegions',
        '@getAccount',
        '@getCluster',
        '@getNodePools',
        '@getTieredVersions',
      ])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait([
        '@getRegions',
        '@getAccount',
        '@getCluster',
        '@getNodePools',
        '@getTieredVersions',
      ])",false,,,
documenso/documenso,fef5535698a45a117743f0fd8714b1e7,Playwright,507,expect(page.getByText('You have successfully removed this user').first()).toBeVisible,expect(page.getByText('You have successfully removed this user').first()).toBeVisible(),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(page.getByText('You have successfully removed this user').first()).toBeVisible(),false,,,
uber/baseweb,e4638d27c3f01c8e72be13d4eeec56d6,Playwright,58,page.waitForSelector,page.waitForSelector('[data-storyloaded]'),element_state_wait,element,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForSelector('[data-storyloaded]'),false,,,
payloadcms/payload,52d748aeae1963d995f6df954ba41355,Playwright,148,expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",assertion_retry_wait,assertion,hook,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",false,,,
openobserve/openobserve,1d81b7b1646b1ec4c0d7a488ffca0ee6,Playwright,140,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 15000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 15000 })",false,,,
mattermost/mattermost,af358aafee4e1389420247f0ed0665c0,Cypress,16,"cy.uiGetSearchBox().
        clear().
        wait","cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC)",unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC)",false,,,
Monogatari/Monogatari,ebd4551222663d31700dfae8cb4fd22d,Cypress,44,cy.wait,cy.wait (150),fixed_delay,time,helper,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait (150),false,,,
BuilderIO/builder,7bc931b964f213fa3c15a76b40b4ca54,Playwright,75,page.waitForEvent,"page.waitForEvent('console', msg => {
      consoleMessages.push(msg.text());
      return msg.text().includes(LAST_COMPONENT_REGISTERED_MESSAGE);
    })",event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForEvent('console', msg => {
      consoleMessages.push(msg.text());
      return msg.text().includes(LAST_COMPONENT_REGISTERED_MESSAGE);
    })",false,,,
mattermost/mattermost,578bd1b388bcc49d6ebfec2f6798bc9e,Cypress,253,cy.get('#selectItems input').typeWithForce(participants[0].username).wait,cy.get('#selectItems input').typeWithForce(participants[0].username).wait(TIMEOUTS.HALF_SEC),fixed_delay,time,test_body,True,constant_or_expression,wait_api,timeout_constant,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.get('#selectItems input').typeWithForce(participants[0].username).wait(TIMEOUTS.HALF_SEC),false,,,
super-productivity/super-productivity,d7bbc25fcec4aca5f897eb6c8e527c23,Playwright,997,page.waitForTimeout,page.waitForTimeout(UI_SETTLE_STANDARD),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(UI_SETTLE_STANDARD),false,,,
otterscan/otterscan,7d2bee191e859dc51aedf3c8ecc1cf17,Cypress,111,tx.wait,tx.wait(),unresolved_custom_wait,,hook,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,tx.wait(),false,,,
hello-pangea/dnd,4b339b7d861b92c9fbcfa92014ee07a3,Cypress,32,"cy.get('@item')
        .trigger('keydown', { keyCode: keyCodes.arrowDown, force: true })
        // finishing before the movement time is fine - but this looks nice
        // waiting longer than ","cy.get('@item')
        .trigger('keydown', { keyCode: keyCodes.arrowDown, force: true })
        // finishing before the movement time is fine - but this looks nice
        // waiting longer than we should (timings.outOfTheWay * 1000) as electron is being strange
        .wait(timings.outOfTheWay * 1000 * 3)",fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get('@item')
        .trigger('keydown', { keyCode: keyCodes.arrowDown, force: true })
        // finishing before the movement time is fine - but this looks nice
        // waiting longer than we should (timings.outOfTheWay * 1000) as electron is being strange
        .wait(timings.outOfTheWay * 1000 * 3)",false,,,
JetBrains/kotlin-web-site,241ff2cfd0bd092f65402145ac334f52,Playwright,207,expect(link).not.toBeVisible,expect(link).not.toBeVisible(),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(link).not.toBeVisible(),false,,,
appsmithorg/appsmith,608397818348561cd335c5010f40f672,Cypress,96,cy.wait,"cy.wait(""@getConsolidatedData"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getConsolidatedData"")",false,,,
cloudtogo/pageplug,c1b3127f6a13d4142958cf9bc22d7684,Cypress,1757,cy.waitUntil,"cy.waitUntil(() => this.IsContainerReady(containerName), {
        interval: 5000,
        timeout: 60000,
      })",predicate_or_custom_condition,predicate,hook,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.waitUntil(() => this.IsContainerReady(containerName), {
        interval: 5000,
        timeout: 60000,
      })",false,,,
appsmithorg/appsmith,369812b4c3b83a19f26695c2897df15d,Cypress,966,cy.get(welcomePage.continueButton).should,"cy.get(welcomePage.continueButton).should(""not.be.disabled"")",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(welcomePage.continueButton).should(""not.be.disabled"")",false,,,
mattermost/mattermost,32e0b8a7c6e98288e525a9babad88cd1,Cypress,185,"cy.findByRole('combobox', {name: 'Search for people'}).
            should('have.focused').
            typeWithForce(guestUser.username).
            wait","cy.findByRole('combobox', {name: 'Search for people'}).
            should('have.focused').
            typeWithForce(guestUser.username).
            wait(TIMEOUTS.ONE_SEC)",unresolved_custom_wait,,test_body,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.findByRole('combobox', {name: 'Search for people'}).
            should('have.focused').
            typeWithForce(guestUser.username).
            wait(TIMEOUTS.ONE_SEC)",false,,,
otterscan/otterscan,79285a642194d0d5ed4d9e676594afc3,Cypress,52,tx.wait,tx.wait(),unresolved_custom_wait,,helper,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,tx.wait(),false,,,
