repo,test_id,framework,line,name,raw_code,abstraction_kind,interaction_ownership,reuse_scope,workflow_evidence_basis,manual_abstraction_kind_ok,manual_abstraction_kind_should_be,manual_workflow_evidence_ok,manual_workflow_evidence_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
cloudtogo/pageplug,a51224ad27166d127e121fed2750a083,Cypress,21,PageLeftPane.switchSegment,PageLeftPane.switchSegment(PagePaneSegment.UI),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,PageLeftPane.switchSegment(PagePaneSegment.UI),false,,,
cloudtogo/pageplug,5224f8648bf83ec701269a0a4f04af56,Cypress,142,agHelper.ClearNType,"agHelper.ClearNType(
      appPage.bookname + ""//"" + locators._inputField,
      ""A man called ove"",
      0,
      true,
    )",domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"agHelper.ClearNType(
      appPage.bookname + ""//"" + locators._inputField,
      ""A man called ove"",
      0,
      true,
    )",false,,,
mattermost/mattermost,7f2af4c57f7060b05158ac9dc832a43e,Cypress,39,cy.get,cy.get('div.post-list__dynamic'),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('div.post-list__dynamic'),false,,,
cloudtogo/pageplug,ac74301f29bbc3ef429ca3010240fdf0,Cypress,59,cy.EnableAllCodeEditors,cy.EnableAllCodeEditors(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.EnableAllCodeEditors(),false,,,
mattermost/mattermost,49c4cefb10076a4dc5cc194dd1a1546e,Cypress,91,cy.getRecentEmail,cy.getRecentEmail(testUser),hook_setup_flow,custom_command_body,framework_extension,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.getRecentEmail(testUser),false,,,
cloudtogo/pageplug,9ea70f4665359a644f796c0b9a883cdc,Cypress,51,cy.getTableV2DataSelector,"cy.getTableV2DataSelector(""0"", ""4"")",domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.getTableV2DataSelector(""0"", ""4"")",false,,,
eigenpal/docx-editor,5c3c49f3a9acacf6d631c33ebc9cb2db,Playwright,165,page.evaluate,"page.evaluate((text) => {
    // Search only in editor content area
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, NodeFilter.SHOW_TEXT, null);

    let node: Text | n...",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate((text) => {
    // Search only in editor content area
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, NodeFilter.SHOW_TEXT, null);

    let node: Text | n...",false,,,
caplin/FlexLayout,d5bbfa10092216ba6df1423470fd06f9,Playwright,714,findPath,"findPath(page, ""/ts1/tb0"")",domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"findPath(page, ""/ts1/tb0"")",false,,,
apitable/apitable,2cfd122c5115b2834d8d300db7e6e638,Cypress,95,cy.wait(1000).get('.ant-collapse > .ant-collapse-item:nth-child(2) ul > li').contains,cy.wait(1000).get('.ant-collapse > .ant-collapse-item:nth-child(2) ul > li').contains(nodeName),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.wait(1000).get('.ant-collapse > .ant-collapse-item:nth-child(2) ul > li').contains(nodeName),false,,,
mattermost/mattermost,e83a4b44de1ab39b46d219513907615c,Cypress,100,cy.apiLogin,"cy.apiLogin(admin, requestOptions)",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiLogin(admin, requestOptions)",false,,,
cloudtogo/pageplug,9fc9379654224a21611a929868901c12,Cypress,311,homePage.ImportApp,"homePage.ImportApp(""ImportAppAllAccess.json"", workspaceName)",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"homePage.ImportApp(""ImportAppAllAccess.json"", workspaceName)",false,,,
eigenpal/docx-editor,fc5ef8582652759a3b7804310985b086,Playwright,429,page.evaluate,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",false,,,
mattermost/mattermost,171ad448440d99d3fa81397ca29d2819,Cypress,189,cy.apiGetConfig,cy.apiGetConfig(),hook_setup_flow,custom_command_body,file_local_helper,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.apiGetConfig(),false,,,
appsmithorg/appsmith,de36e94575ceccd4c2c79ed0deada4c2,Cypress,15,_.homePage.NavigateToHome,_.homePage.NavigateToHome(),domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,_.homePage.NavigateToHome(),false,,,
marmelab/react-admin,0255aca9e6181dfbb5aa853407cfc49c,Cypress,14,CreatePage.navigate,CreatePage.navigate(),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,CreatePage.navigate(),false,,,
Monogatari/Monogatari,f84c7628f165ea282f0a6b0eec2dc68b,Cypress,55,cy.proceed,cy.proceed (),domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.proceed (),false,,,
mattermost/mattermost,5a338c523270809db05a473906fbb2cb,Cypress,98,cy.wait(TIMEOUTS.ONE_SEC).get,cy.wait(TIMEOUTS.ONE_SEC).get('.job-table__table'),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.wait(TIMEOUTS.ONE_SEC).get('.job-table__table'),false,,,
appsmithorg/appsmith,fe3030bb2fcd3ad3476511b0cde8ffc6,Cypress,33,homePage.CreateAppInWorkspace,"homePage.CreateAppInWorkspace(workspaceName, appName)",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"homePage.CreateAppInWorkspace(workspaceName, appName)",false,,,
marmelab/react-admin,580d75443add9dc3dc408f4078406c7c,Cypress,25,cy.get,cy.get(this.elements.appLoader),page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(this.elements.appLoader),false,,,
appsmithorg/appsmith,5a4fd38f7587896adf0b5216117c153b,Cypress,429,PageLeftPane.switchSegment,PageLeftPane.switchSegment(PagePaneSegment.UI),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,PageLeftPane.switchSegment(PagePaneSegment.UI),false,,,
appsmithorg/appsmith,a861e1cca28a9549327c3d4550fcea1f,Cypress,320,"this.agHelper
      .GetElement(this._existingWorkspaceCreateNewApp(workspaceName))
      .last()
      .scrollIntoView()
      .should(""be.visible"")
      .click","this.agHelper
      .GetElement(this._existingWorkspaceCreateNewApp(workspaceName))
      .last()
      .scrollIntoView()
      .should(""be.visible"")
      .click({ force: true })",domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"this.agHelper
      .GetElement(this._existingWorkspaceCreateNewApp(workspaceName))
      .last()
      .scrollIntoView()
      .should(""be.visible"")
      .click({ force: true })",false,,,
sanity-io/sanity,921afa368df8398da0f4f8b3b6726ca9,Playwright,27,page.locator,page.locator(targetSelector),domain_helper,helper_expanded,file_local_helper,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator(targetSelector),false,,,
ohcnetwork/care_fe,400970074de8d88c7f5edcb0d42ba744,Playwright,419,test.step,"test.step(""Select No — optional dependent appears"", async () => {
        await selectBooleanOption(page, ""Is Conscious"", ""No"");
        await checkVisibility(page, ""Additional Observations"", true);
      })",playwright_test_step,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step(""Select No — optional dependent appears"", async () => {
        await selectBooleanOption(page, ""Is Conscious"", ""No"");
        await checkVisibility(page, ""Additional Observations"", true);
      })",false,,,
mattermost/mattermost,de946e31a898e429ff59b93f29bda153,Cypress,444,cy.apiSaveOnboardingPreference,"cy.apiSaveOnboardingPreference(createdUser.id, 'skip', 'true')",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiSaveOnboardingPreference(createdUser.id, 'skip', 'true')",false,,,
cypress-io/cypress-realworld-app,9dc2a72ff9201c1a3bdce5135845474e,Cypress,133,cy.visualSnapshot,"cy.visualSnapshot(""Logged in as user A"")",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.visualSnapshot(""Logged in as user A"")",false,,,
mattermost/mattermost,96da78ced4e670aeb6bd2f5eb1ebcf90,Cypress,0,children,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
midas-research/audino,3d8a1ed38e17701fbb1625d8c0a5eb6f,Cypress,23,cy.get,cy.get('.cvat-player-settings-reset-zoom-checkbox'),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('.cvat-player-settings-reset-zoom-checkbox'),false,,,
cloudtogo/pageplug,3b343008c9d715d3262869508bf5156b,Cypress,417,cy.EnableAllCodeEditors,cy.EnableAllCodeEditors(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.EnableAllCodeEditors(),false,,,
appsmithorg/appsmith,f489ce912bd499c90f6889f406b8e20c,Cypress,112,$ele.find,"$ele.find("".t--appsmith-logo"")",cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"$ele.find("".t--appsmith-logo"")",false,,,
appsmithorg/appsmith,77a1b20c1fba7f39a4a57f971a57f678,Cypress,959,cy.get(welcomePage.firstName).type,"cy.get(welcomePage.firstName).type(Cypress.env(""USERNAME""))",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get(welcomePage.firstName).type(Cypress.env(""USERNAME""))",false,,,
sanity-io/sanity,ee05956d29dc49605eb8b345640a7c13,Playwright,136,_testContext.getUniqueDocumentId,_testContext.getUniqueDocumentId(),playwright_fixture,fixture_callback,playwright_fixture_scope,ast_playwright_fixture_param,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,_testContext.getUniqueDocumentId(),false,,,
payloadcms/payload,7585a1537d98f025081254dfa0829dbc,Playwright,1547,user2Page.locator,user2Page.locator('#field-fieldA'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-fieldA'),false,,,
linode/manager,a465bcaed454727a722e75b08c5d4fe9,Cypress,215,cy.visitWithLogin,"cy.visitWithLogin('/volumes', {
      localStorageOverrides,
      preferenceOverrides,
    })",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.visitWithLogin('/volumes', {
      localStorageOverrides,
      preferenceOverrides,
    })",false,,,
SonicJs-Org/sonicjs,3bc276445df9768730e89274b8b2130d,Playwright,391,page.goto,page.goto('/admin'),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.goto('/admin'),false,,,
opensearch-project/OpenSearch-Dashboards,89b4aad231258d6f15a5012db78df265,Cypress,0,verifyHitCount,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
cloudtogo/pageplug,a1ee9fde0eeffeac428bf540aaf7dacb,Cypress,0,first,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
payloadcms/payload,9024ab887f0e478252492d21094f6ac6,Playwright,306,page.locator,"page.locator(`[data-locale=""${newLocale}""]`)",framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.locator(`[data-locale=""${newLocale}""]`)",false,,,
mattermost/mattermost,1b195569d749077ab52300991117cbb6,Playwright,268,username.replace,"username.replace('@', '')",domain_helper,helper_expanded,file_local_helper,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"username.replace('@', '')",false,,,
appsmithorg/appsmith,f233d352d8c5a58f1293e6e37dd44a93,Cypress,971,cy.get,cy.get(welcomePage.useCaseGroupButton),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.useCaseGroupButton),false,,,
payloadcms/payload,6f9feb318bbb2bc771c365c253f8fd33,Playwright,1444,user2Page.goto,user2Page.goto(`${serverURL}/admin`),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.goto(`${serverURL}/admin`),false,,,
facebook/lexical,d3763f9c98f443e7d44970a78dd70517,Playwright,344,assertHTML,"assertHTML(
    page,
    IS_TABLE_HORIZONTAL_SCROLL
      ? wrapTableHtml(expectedHtml, options)
      : expectedHtml,
    IS_TABLE_HORIZONTAL_SCROLL && expectedHtmlFrameRight !== undefined
      ? wrapTableHtml(expectedHtmlFrameRight, options)
      : expectedHtmlFrameRight,
    options,
    ...args,
  )",domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"assertHTML(
    page,
    IS_TABLE_HORIZONTAL_SCROLL
      ? wrapTableHtml(expectedHtml, options)
      : expectedHtml,
    IS_TABLE_HORIZONTAL_SCROLL && expectedHtmlFrameRight !== undefined
      ? wrapTableHtml(expectedHtmlFrameRight, options)
      : expectedHtmlFrameRight,
    options,
    ...args,
  )",false,,,
plasmicapp/plasmic,070ddafc1d7c37703f9d711ac74eeafd,Playwright,21,page.locator,"page.locator("".rsbuild-error-overlay"")",domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.locator("".rsbuild-error-overlay"")",false,,,
cloudtogo/pageplug,124acde6326423558dbc20ff8187fb97,Cypress,970,cy.get,"cy.get(""#loading"")",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get(""#loading"")",false,,,
cloudtogo/pageplug,441d2e6cc0a41bc285704c12705846b7,Cypress,122,cy.NavigateToPaginationTab,cy.NavigateToPaginationTab(),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.NavigateToPaginationTab(),false,,,
appsmithorg/appsmith,3b871e1b56672a9b5d23fc187860ff4e,Cypress,806,"this.agHelper
      .GetElement(this._leftPanel)
      .contains(""span"", workspaceName)
      .click","this.agHelper
      .GetElement(this._leftPanel)
      .contains(""span"", workspaceName)
      .click({ force: true })",domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"this.agHelper
      .GetElement(this._leftPanel)
      .contains(""span"", workspaceName)
      .click({ force: true })",false,,,
appsmithorg/appsmith,f40de0a6e19f2a7fc21664d6a7d49fc5,Cypress,143,cy.skipSignposting,cy.skipSignposting(),cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.skipSignposting(),false,,,
cloudtogo/pageplug,07d5d1451cb0448a170421fa9473847c,Cypress,12,apiPage.CreateAndFillApi,"apiPage.CreateAndFillApi(
      dataManager.dsValues[dataManager.defaultEnviorment].mockApiUrl + ""00"",
      ""AbortApi"",
      0,
    )",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"apiPage.CreateAndFillApi(
      dataManager.dsValues[dataManager.defaultEnviorment].mockApiUrl + ""00"",
      ""AbortApi"",
      0,
    )",false,,,
mattermost/mattermost,7f2af4c57f7060b05158ac9dc832a43e,Cypress,32,cy.get,cy.get('div.post-list__dynamic'),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('div.post-list__dynamic'),false,,,
mattermost/mattermost,d5f50b48a864796dbcbdd953ed99a50c,Cypress,450,cy.apiSaveUserPreference,"cy.apiSaveUserPreference(preferences, userId)",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiSaveUserPreference(preferences, userId)",false,,,
appsmithorg/appsmith,844d47a3cb2a6996677b5cca0fc28a21,Cypress,0,parents,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
seerr-team/seerr,3f35cbae6a9505a0badbeb01955677af,Cypress,33,cy.login,"cy.login(Cypress.env('USER_EMAIL'), Cypress.env('USER_PASSWORD'))",hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.login(Cypress.env('USER_EMAIL'), Cypress.env('USER_PASSWORD'))",false,,,
chaskiq/chaskiq,17a55ced2f47a9b7312282c72c258afd,Cypress,74,cy.app,"cy.app('scenarios/' + name, options)",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.app('scenarios/' + name, options)",false,,,
cloudtogo/pageplug,86e191351f51da0832fcc8f21974a466,Cypress,247,dataSources.ReadQueryTableResponse,dataSources.ReadQueryTableResponse(0),domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,dataSources.ReadQueryTableResponse(0),false,,,
mattermost/mattermost,d3b73da9ec1358a4097aa59bc17c8a11,Cypress,302,cy.apiGetConfig,cy.apiGetConfig(),domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.apiGetConfig(),false,,,
mattermost/mattermost,2c825f71928afc11dea57b18e1760bf3,Cypress,106,cy.apiLoginWithMFA,"cy.apiLoginWithMFA(admin, token)",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiLoginWithMFA(admin, token)",false,,,
eigenpal/docx-editor,d298168e97b89d5990d651e4133299c8,Playwright,126,page.evaluate,"page.evaluate((text) => {
    // Search only in editor content area
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, NodeFilter.SHOW_TEXT, null);

    let node: Text | n...",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate((text) => {
    // Search only in editor content area
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, NodeFilter.SHOW_TEXT, null);

    let node: Text | n...",false,,,
appsmithorg/appsmith,e45d0f4f1f91639d4100937c8b51736c,Cypress,429,PageLeftPane.switchSegment,PageLeftPane.switchSegment(PagePaneSegment.UI),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,PageLeftPane.switchSegment(PagePaneSegment.UI),false,,,
VOICEVOX/voicevox,5297167fda8c3026afb2f8946e7c9fbd,Playwright,5,test.step,"test.step(""最初の画面に移動"", async () => {
    const BASE_URL = ""http://localhost:7357/"";
    await page.setViewportSize({ width: 1024, height: 630 });
    await page.goto(BASE_URL);
  })",playwright_test_step,hook_attached,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step(""最初の画面に移動"", async () => {
    const BASE_URL = ""http://localhost:7357/"";
    await page.setViewportSize({ width: 1024, height: 630 });
    await page.goto(BASE_URL);
  })",false,,,
apache/superset,a53dfc0301658ecf65e0af98eb81c85d,Cypress,46,cy.verifySliceSuccess,cy.verifySliceSuccess({ waitAlias: '@chartData' }),domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.verifySliceSuccess({ waitAlias: '@chartData' }),false,,,
appsmithorg/appsmith,b2c0c113ed583c5bb492b8f9d7afe79d,Cypress,33,cy.fillRedshiftDatasourceForm,cy.fillRedshiftDatasourceForm(true),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.fillRedshiftDatasourceForm(true),false,,,
mattermost/mattermost,9b66dc7146c70394fa67d725a7d1e718,Cypress,39,"cy.get('div.post-list__dynamic').should('be.visible').
        scrollTo","cy.get('div.post-list__dynamic').should('be.visible').
        scrollTo(0, '70%', {duration: TIMEOUTS.ONE_SEC})",domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get('div.post-list__dynamic').should('be.visible').
        scrollTo(0, '70%', {duration: TIMEOUTS.ONE_SEC})",false,,,
mattermost/mattermost,f795e27f25835b4759b34c7429850fce,Cypress,15,cy.get,cy.get('#group_profile'),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('#group_profile'),false,,,
codex-team/editor.js,989320ed3c5afd5f412fa566439bde82,Cypress,13,cy.createEditor,"cy.createEditor(Object.assign(editorConfig || {}, {
    data: {
      blocks: textBlocks.map((text) => ({
        type: 'paragraph',
        data: {
          text,
        },
      })),
    },
  }))",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.createEditor(Object.assign(editorConfig || {}, {
    data: {
      blocks: textBlocks.map((text) => ({
        type: 'paragraph',
        data: {
          text,
        },
      })),
    },
  }))",false,,,
nhn/tui.grid,f06f1192538efe2e2173326dad5e96d1,Cypress,80,cy.createGrid,"cy.createGrid({
    data: { ...(dataSource || data) },
    columns,
    useClientSort: false,
    pageOptions: { perPage: PER_PAGE },
  })",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.createGrid({
    data: { ...(dataSource || data) },
    columns,
    useClientSort: false,
    pageOptions: { perPage: PER_PAGE },
  })",false,,,
midas-research/audino,1c03a5eab9a8e41d42acdb1ad648b6e6,Cypress,679,cy.switchLabel,"cy.switchLabel(createCuboidParams.labelName, 'draw-cuboid')",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.switchLabel(createCuboidParams.labelName, 'draw-cuboid')",false,,,
mattermost/mattermost,08de02b6de6970c9f99671d179edfee1,Cypress,68,cy.uiPostDropdownMenuShortcut,"cy.uiPostDropdownMenuShortcut(postId, 'Edit', 'E')",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.uiPostDropdownMenuShortcut(postId, 'Edit', 'E')",false,,,
bytedance/flowgram.ai,b1e1b3ddaf4e44063892ef27f73f2a0e,Playwright,28,getOffsetByLocator,getOffsetByLocator(agentLocator),domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,getOffsetByLocator(agentLocator),false,,,
payloadcms/payload,18afe5649f1c1a8b6d26a534576cc4a5,Playwright,256,page.locator,page.locator(toastCloseSelector),framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator(toastCloseSelector),false,,,
mattermost/mattermost,2321607698be2ed2d20fa9f4fb0ab504,Cypress,116,sysadminSetup,sysadminSetup(response.user),domain_helper,helper_expanded,file_local_helper,ast_helper_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,sysadminSetup(response.user),false,,,
ionic-team/ionic-framework,e0e18d2eb529c6de48e50da155840480,Cypress,527,cy.ionPageVisible,cy.ionPageVisible('tab1'),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.ionPageVisible('tab1'),false,,,
mattermost/mattermost,879926e70c7191417a4d679046868837,Cypress,98,cy.wait(TIMEOUTS.ONE_SEC).get,cy.wait(TIMEOUTS.ONE_SEC).get('.job-table__table'),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.wait(TIMEOUTS.ONE_SEC).get('.job-table__table'),false,,,
payloadcms/payload,657f0babe7022dabc37512010a3a5d52,Playwright,291,page.click,"page.click('body', { position: { x: 0, y: 0 } })",framework_page_instance,hook_attached,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.click('body', { position: { x: 0, y: 0 } })",false,,,
appsmithorg/appsmith,7c84134cecc630f67fb2eee285b64a7c,Cypress,99,cy.getTableV2DataSelector,"cy.getTableV2DataSelector(""0"", ""4"")",domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.getTableV2DataSelector(""0"", ""4"")",false,,,
surveyjs/survey-library,39f115bae5416dda21b780efe94c2707,Playwright,429,resetFocusToBody,resetFocusToBody(page),domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,resetFocusToBody(page),false,,,
